Object ID,Title,Object Name,Department,Culture,Period,Artist Display Name,Medium,Dimensions,Classification,Object Date,General_Text_Description
53405,源琦筆　燕姞・楊貴妃図|Yanji with Orchids and Yang Guifei with Peonies,Pair of hanging scrolls,Asian Art,Japan,Edo period (1615–1868),Genki (Komai Ki),Pair of hanging scrolls; ink and color on silk,"Image (a): 43 3/16 × 21 15/16 in. (109.7 × 55.8 cm)
Overall with mounting (a): 78 7/8 × 27 1/16 in. (200.3 × 68.8 cm)
Overall with knobs (a): 78 7/8 × 29 5/16 in. (200.3 × 74.4 cm)
Image (b): 43 3/16 × 21 15/16 in. (109.7 × 55.7 cm)
Overall with mounting (b): 78 7/8 × 27 1/8 in. (200.3 × 68.9 cm)
Overall with knobs (b): 78 7/8 × 29 5/16 in. (200.3 × 74.5 cm)",Paintings,1785,"源琦筆　燕姞・楊貴妃図|Yanji with Orchids and Yang Guifei with Peonies is a Edo period (1615–1868) Pair of hanging scrolls by the Japan artist Genki (Komai Ki). This piece, part of the Asian Art collection, is crafted using Pair of hanging scrolls; ink and color on silk. Measuring Image (a): 43 3/16 × 21 15/16 in. (109.7 × 55.8 cm)
Overall with mounting (a): 78 7/8 × 27 1/16 in. (200.3 × 68.8 cm)
Overall with knobs (a): 78 7/8 × 29 5/16 in. (200.3 × 74.4 cm)
Image (b): 43 3/16 × 21 15/16 in. (109.7 × 55.7 cm)
Overall with mounting (b): 78 7/8 × 27 1/8 in. (200.3 × 68.9 cm)
Overall with knobs (b): 78 7/8 × 29 5/16 in. (200.3 × 74.5 cm), the work is classified as Paintings and was created in 1785."
53406,松村呉春筆    山樵漁夫図屏風|Woodcutters and Fishermen,Screens,Asian Art,Japan,Edo period (1615–1868),Matsumura Goshun,Pair of six-panel folding screens; ink and color on paper,"Image (each): 65 15/16 in. × 12 ft. 2 7/16 in. (167.5 × 372 cm)
Overall with mounting: 67 1/2 in. × 12 ft. 4 in. (171.5 × 376 cm)",Paintings,ca. 1790–95,"松村呉春筆    山樵漁夫図屏風|Woodcutters and Fishermen is a Edo period (1615–1868) Screens by the Japan artist Matsumura Goshun. This piece, part of the Asian Art collection, is crafted using Pair of six-panel folding screens; ink and color on paper. Measuring Image (each): 65 15/16 in. × 12 ft. 2 7/16 in. (167.5 × 372 cm)
Overall with mounting: 67 1/2 in. × 12 ft. 4 in. (171.5 × 376 cm), the work is classified as Paintings and was created in ca. 1790–95."
53408,伊藤若冲筆　月下白梅図|White Plum Blossoms and Moon,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Itō Jakuchū,Hanging scroll; ink and color on silk,"Image: 55 3/8 × 31 1/4 in. (140.7 × 79.4 cm)
Overall with mounting: 8 ft. 5 15/16 in. × 38 7/16 in. (259 × 97.6 cm) 
Overall with knobs: 8 ft. 5 15/16 in. × 41 1/8 in. (259 × 104.5 cm)",Paintings,1755,"伊藤若冲筆　月下白梅図|White Plum Blossoms and Moon is a Edo period (1615–1868) Hanging scroll by the Japan artist Itō Jakuchū. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 55 3/8 × 31 1/4 in. (140.7 × 79.4 cm)
Overall with mounting: 8 ft. 5 15/16 in. × 38 7/16 in. (259 × 97.6 cm) 
Overall with knobs: 8 ft. 5 15/16 in. × 41 1/8 in. (259 × 104.5 cm), the work is classified as Paintings and was created in 1755."
53409,Unknown,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Itō Jakuchū,Hanging scroll; ink on silk,"Image: 42 5/8 × 15 1/2 in. (108.2 × 39.3 cm)
Overall with mounting: 74 3/16 × 20 3/16 in. (188.5 × 51.3 cm)
Overall with knobs: 74 3/16 × 22 1/2 in. (188.5 × 57.2 cm)",Paintings,1795,"Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Itō Jakuchū. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on silk. Measuring Image: 42 5/8 × 15 1/2 in. (108.2 × 39.3 cm)
Overall with mounting: 74 3/16 × 20 3/16 in. (188.5 × 51.3 cm)
Overall with knobs: 74 3/16 × 22 1/2 in. (188.5 × 57.2 cm), the work is classified as Paintings and was created in 1795."
53410,曽我蕭白筆　峨山南宗賛　天台山石橋図|Lions at the Stone Bridge of Mount Tiantai,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Soga Shōhaku|Gazan Nanso,Hanging scroll; ink on silk,"Image: 44 7/8 × 20 in. (114 × 50.8 cm)
Overall with mounting: 79 1/8 × 25 3/16 in. (201 × 64 cm)
Overall with knobs: 79 1/8 × 27 1/2 in. (201 × 69.8 cm)",Paintings,1779,"曽我蕭白筆　峨山南宗賛　天台山石橋図|Lions at the Stone Bridge of Mount Tiantai is a Edo period (1615–1868) Hanging scroll by the Japan artist Soga Shōhaku|Gazan Nanso. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on silk. Measuring Image: 44 7/8 × 20 in. (114 × 50.8 cm)
Overall with mounting: 79 1/8 × 25 3/16 in. (201 × 64 cm)
Overall with knobs: 79 1/8 × 27 1/2 in. (201 × 69.8 cm), the work is classified as Paintings and was created in 1779."
53421,尾形光琳筆　梅花・秋草図|Flowers of Spring and Autumn,Panels,Asian Art,Japan,Edo period (1615–1868),Ogata Kōrin,Pair of panels; ink and color on cryptomeria wood,"Image: 54 in. × 7 7/8 in. (137.2 × 20 cm)
Overall with mounting: 81 × 13 in. (205.7 × 33 cm)",Paintings,shortly after 1701,"尾形光琳筆　梅花・秋草図|Flowers of Spring and Autumn is a Edo period (1615–1868) Panels by the Japan artist Ogata Kōrin. This piece, part of the Asian Art collection, is crafted using Pair of panels; ink and color on cryptomeria wood. Measuring Image: 54 in. × 7 7/8 in. (137.2 × 20 cm)
Overall with mounting: 81 × 13 in. (205.7 × 33 cm), the work is classified as Paintings and was created in shortly after 1701."
53422,Unknown,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Ogata Kōrin,Hanging scroll; ink on paper,"Image: 11 1/4 × 14 1/2 in. (28.5 × 36.8 cm)
Overall with mounting: 41 3/4 × 19 9/16 in. (106 × 49.7 cm)
Overall with knobs: 41 3/4 in. × 21 5/8 in. (106 × 54.9 cm)",Paintings,after 1704,"Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Ogata Kōrin. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Image: 11 1/4 × 14 1/2 in. (28.5 × 36.8 cm)
Overall with mounting: 41 3/4 × 19 9/16 in. (106 × 49.7 cm)
Overall with knobs: 41 3/4 in. × 21 5/8 in. (106 × 54.9 cm), the work is classified as Paintings and was created in after 1704."
53423,酒井抱一筆　桜図屏風|Blossoming Cherry Trees,Screens,Asian Art,Japan,Edo period (1615–1868),Sakai Hōitsu,"Pair of six-panel folding screens; ink, color, and gold leaf on paper
","Image: 38 x 82 3/16 in. (96.5 x 208.8 cm)
Overall with mounting: 39 9/16 × 83 3/4 in. (100.5 × 212.8 cm)",Paintings,ca. 1805,"酒井抱一筆　桜図屏風|Blossoming Cherry Trees is a Edo period (1615–1868) Screens by the Japan artist Sakai Hōitsu. This piece, part of the Asian Art collection, is crafted using Pair of six-panel folding screens; ink, color, and gold leaf on paper
. Measuring Image: 38 x 82 3/16 in. (96.5 x 208.8 cm)
Overall with mounting: 39 9/16 × 83 3/4 in. (100.5 × 212.8 cm), the work is classified as Paintings and was created in ca. 1805."
53424,Unknown,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Suzuki Kiitsu,Hanging scroll; ink and color on silk,"Image: 39 7/8 × 12 15/16 in. (101.3 × 32.8 cm)
Overall with mounting: 77 3/16 × 18 3/8 in. (196 × 46.6 cm)
Overall with knobs: 77 3/16 × 20 9/16 in. (196 × 52.2 cm)",Paintings,ca. 1850,"Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Suzuki Kiitsu. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 39 7/8 × 12 15/16 in. (101.3 × 32.8 cm)
Overall with mounting: 77 3/16 × 18 3/8 in. (196 × 46.6 cm)
Overall with knobs: 77 3/16 × 20 9/16 in. (196 × 52.2 cm), the work is classified as Paintings and was created in ca. 1850."
53426,Unknown,Screens,Asian Art,Japan,Edo period (1615–1868),Ikeda Koson,Two-panel folding screen; ink on paper,"Image: 59 5/16 x 63 1/16 in. (150.6 x 160.2 cm)
Overall with mounting: 67 1/2 x 70 1/2 in. (171.5 x 179.1 cm)",Paintings,mid-19th century,"Unknown is a Edo period (1615–1868) Screens by the Japan artist Ikeda Koson. This piece, part of the Asian Art collection, is crafted using Two-panel folding screen; ink on paper. Measuring Image: 59 5/16 x 63 1/16 in. (150.6 x 160.2 cm)
Overall with mounting: 67 1/2 x 70 1/2 in. (171.5 x 179.1 cm), the work is classified as Paintings and was created in mid-19th century."
53427,Unknown,Handscrolls,Asian Art,Japan,Edo period (1615–1868),Sakai Ōho,"Six handscrolls; ink, color, and gold on silk","Overall (a): 3 9/16 x 46 7/16 in. (9 x 118 cm)
Overall (b): 3 9/16 x 46 15/16 in. (9 x 119.2 cm)
Overall (c): 3 1/2 x 46 7/16 in. (8.9 x 118 cm)
Overall (d): 3 9/16 x 48 13/16 in. (9 x 124 cm)
Overall (e): 3 5/8 x 46 1/2 in. (9.2 x 118.1 cm)
Overall (f): 3 1/2 x 46 7/8 in. (8.9 x 119.1 cm)",Paintings,ca. 1839,"Unknown is a Edo period (1615–1868) Handscrolls by the Japan artist Sakai Ōho. This piece, part of the Asian Art collection, is crafted using Six handscrolls; ink, color, and gold on silk. Measuring Overall (a): 3 9/16 x 46 7/16 in. (9 x 118 cm)
Overall (b): 3 9/16 x 46 15/16 in. (9 x 119.2 cm)
Overall (c): 3 1/2 x 46 7/16 in. (8.9 x 118 cm)
Overall (d): 3 9/16 x 48 13/16 in. (9 x 124 cm)
Overall (e): 3 5/8 x 46 1/2 in. (9.2 x 118.1 cm)
Overall (f): 3 1/2 x 46 7/8 in. (8.9 x 119.1 cm), the work is classified as Paintings and was created in ca. 1839."
53428,洛中洛外図屏風|Scenes in and around the Capital,Screens,Asian Art,Japan,Edo period (1615–1868),Unknown,"Pair of six-panel folding screens; ink, color, gold, and gold leaf on paper","Image (each): 61 7/16 in. × 11 ft. 6 11/16 in. (156.1 × 352.2 cm)
Overall (each): 66 15/16 in. × 12 ft. 3/16 in. (170 × 366.2 cm)",Paintings,17th century,"洛中洛外図屏風|Scenes in and around the Capital is a Edo period (1615–1868) Screens by the Japan artist.This piece, part of the Asian Art collection, is crafted using Pair of six-panel folding screens; ink, color, gold, and gold leaf on paper. Measuring Image (each): 61 7/16 in. × 11 ft. 6 11/16 in. (156.1 × 352.2 cm)
Overall (each): 66 15/16 in. × 12 ft. 3/16 in. (170 × 366.2 cm), the work is classified as Paintings and was created in 17th century."
53429,厳島吉野花見図屏風|Cherry Blossom Viewing at Itsukushima and Yoshino,Screens,Asian Art,Japan,Edo period (1615–1868),Unknown,"Pair of six-panel folding screens; ink, color, and gold leaf on paper",Image (each): 60 1/2 in. × 11 ft. 5 1/4 in. (153.6 × 348.6 cm),Paintings,first half 17th century,"厳島吉野花見図屏風|Cherry Blossom Viewing at Itsukushima and Yoshino is a Edo period (1615–1868) Screens by the Japan artist.This piece, part of the Asian Art collection, is crafted using Pair of six-panel folding screens; ink, color, and gold leaf on paper. Measuring Image (each): 60 1/2 in. × 11 ft. 5 1/4 in. (153.6 × 348.6 cm), the work is classified as Paintings and was created in first half 17th century."
53430,花見・紅葉狩図屏風|Cherry-Blossom and Maple-Leaf Viewing,Screens,Asian Art,Japan,Edo period (1615–1868),Unknown,"Pair of six-panel folding screens; ink, color, and gold on gilded paper","Image (each): 49 1/2 in. × 11 ft. 9 5/8 in. (125.7 × 359.7 cm)
Overall (each): 56 7/8 in. × 12 ft. 2 in. (144.5 × 370.8 cm)",Paintings,ca. 1630s,"花見・紅葉狩図屏風|Cherry-Blossom and Maple-Leaf Viewing is a Edo period (1615–1868) Screens by the Japan artist.This piece, part of the Asian Art collection, is crafted using Pair of six-panel folding screens; ink, color, and gold on gilded paper. Measuring Image (each): 49 1/2 in. × 11 ft. 9 5/8 in. (125.7 × 359.7 cm)
Overall (each): 56 7/8 in. × 12 ft. 2 in. (144.5 × 370.8 cm), the work is classified as Paintings and was created in ca. 1630s."
53439,扇流図屏風|Women on a Bridge Tossing Fans into a River,Screen,Asian Art,Japan,Edo period (1615–1868),Unknown,"Six-panel folding screen; ink, color, gold, and gold leaf on paper","Image: 60 1/4 in. × 11 ft. 7 13/16 in. (153 × 355.2 cm)
Overall: 66 3/4 in. × 12 ft. 2 1/8 in. (169.5 × 371.2 cm)",Paintings,early 17th century,"扇流図屏風|Women on a Bridge Tossing Fans into a River is a Edo period (1615–1868) Screen by the Japan artist.This piece, part of the Asian Art collection, is crafted using Six-panel folding screen; ink, color, gold, and gold leaf on paper. Measuring Image: 60 1/4 in. × 11 ft. 7 13/16 in. (153 × 355.2 cm)
Overall: 66 3/4 in. × 12 ft. 2 1/8 in. (169.5 × 371.2 cm), the work is classified as Paintings and was created in early 17th century."
53441,寛文美人図|Beauty of the Kanbun Era,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Unknown,"Hanging scroll; ink, color, and gold on paper","Image: 24 1/8 × 9 5/8 in. (61.3 × 24.4 cm)
Overall with mounting: 55 × 15 7/16 in. (139.7 × 39.2 cm)",Paintings,late 17th century,"寛文美人図|Beauty of the Kanbun Era is a Edo period (1615–1868) Hanging scroll by the Japan artist.This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink, color, and gold on paper. Measuring Image: 24 1/8 × 9 5/8 in. (61.3 × 24.4 cm)
Overall with mounting: 55 × 15 7/16 in. (139.7 × 39.2 cm), the work is classified as Paintings and was created in late 17th century."
53443,懐月堂安度筆　立姿遊女図|Standing Courtesan,Hanging scroll mounted as panel,Asian Art,Japan,Edo period (1615–1868),Kaigetsudō Ando,"Hanging scroll, mounted as panel; ink and color on paper","Image: 40 15/16 × 16 5/8 in. (104 × 42.2 cm)
Overall with mounting: 44 7/8 × 20 1/2 in. (114 × 52 cm)",Paintings,early 18th century,"懐月堂安度筆　立姿遊女図|Standing Courtesan is a Edo period (1615–1868) Hanging scroll mounted as panel by the Japan artist Kaigetsudō Ando. This piece, part of the Asian Art collection, is crafted using Hanging scroll, mounted as panel; ink and color on paper. Measuring Image: 40 15/16 × 16 5/8 in. (104 × 42.2 cm)
Overall with mounting: 44 7/8 × 20 1/2 in. (114 × 52 cm), the work is classified as Paintings and was created in early 18th century."
53444,懐月堂度辰筆　文を書く遊女図|Courtesan Writing a Letter,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kaigetsudō Doshin,Hanging scroll; ink and color on paper,"Image: 19 1/2 × 23 5/8 in. (49.5 × 60 cm)
Overall with mounting: 53 × 28 13/16 in. (134.6 × 73.2 cm)",Paintings,ca. 1715,"懐月堂度辰筆　文を書く遊女図|Courtesan Writing a Letter is a Edo period (1615–1868) Hanging scroll by the Japan artist Kaigetsudō Doshin. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on paper. Measuring Image: 19 1/2 × 23 5/8 in. (49.5 × 60 cm)
Overall with mounting: 53 × 28 13/16 in. (134.6 × 73.2 cm), the work is classified as Paintings and was created in ca. 1715."
53445,"鳥山石燕筆　「翁」図|The Auspicious Noh Dance ""Okina""",Hanging scrolls,Asian Art,Japan,Edo period (1615–1868),Toriyama Sekien,"Triptych of hanging scrolls; ink, color, and gold on paper","Image (a): 34 5/16 × 10 3/4 in. (87.2 × 27.3 cm)
Overall with mounting (a): 67 5/16 × 15 in. (171 × 38.1 cm)
Overall with knobs (a): 67 5/16 × 16 3/4 in. (171 × 42.5 cm)
Image (b): 34 1/2 × 10 15/16 in. (87.6 × 27.8 cm)
Overall with mounting (b): 67 1/16 × 15 1/16 in. (170.3 × 38.3 cm)
Overall with knobs (b): 67 1/16 × 16 5/8 in. (170.3 × 42.2 cm)
Image (c): 34 1/2 × 10 11/16 in. (87.6 × 27.2 cm)
Overall with mounting (c): 67 5/16 × 15 in. (171 × 38.1 cm)
Overall with knobs (c): 67 5/16 × 16 5/8 in. (171 × 42.3 cm)",Paintings,ca. 1790–95,"鳥山石燕筆　「翁」図|The Auspicious Noh Dance ""Okina"" is a Edo period (1615–1868) Hanging scrolls by the Japan artist Toriyama Sekien. This piece, part of the Asian Art collection, is crafted using Triptych of hanging scrolls; ink, color, and gold on paper. Measuring Image (a): 34 5/16 × 10 3/4 in. (87.2 × 27.3 cm)
Overall with mounting (a): 67 5/16 × 15 in. (171 × 38.1 cm)
Overall with knobs (a): 67 5/16 × 16 3/4 in. (171 × 42.5 cm)
Image (b): 34 1/2 × 10 15/16 in. (87.6 × 27.8 cm)
Overall with mounting (b): 67 1/16 × 15 1/16 in. (170.3 × 38.3 cm)
Overall with knobs (b): 67 1/16 × 16 5/8 in. (170.3 × 42.2 cm)
Image (c): 34 1/2 × 10 11/16 in. (87.6 × 27.2 cm)
Overall with mounting (c): 67 5/16 × 15 in. (171 × 38.1 cm)
Overall with knobs (c): 67 5/16 × 16 5/8 in. (171 × 42.3 cm), the work is classified as Paintings and was created in ca. 1790–95."
53446,勝川春章筆　立姿美人図|Woman in a Black Kimono,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Katsukawa Shunshō 勝川春章,"Hanging scroll; ink, color, and gold on silk","Image: 33 1/2 × 11 1/4 in. (85.1 × 28.6 cm)
Overall with mounting: 67 11/16 × 15 7/8 in. (172 × 40.4 cm)
Overall with knobs: 67 11/16 × 17 13/16 in. (172 × 45.2 cm)",Paintings,1783–89,"勝川春章筆　立姿美人図|Woman in a Black Kimono is a Edo period (1615–1868) Hanging scroll by the Japan artist Katsukawa Shunshō 勝川春章. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink, color, and gold on silk. Measuring Image: 33 1/2 × 11 1/4 in. (85.1 × 28.6 cm)
Overall with mounting: 67 11/16 × 15 7/8 in. (172 × 40.4 cm)
Overall with knobs: 67 11/16 × 17 13/16 in. (172 × 45.2 cm), the work is classified as Paintings and was created in 1783–89."
53447,柳下美人図|Courtesan and her Attendants under a Willow Tree,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Unchō 雲潮|Kyokutei Bakin 曲亭馬琴|Santō Kyōden 山東京伝,"Hanging scroll; ink, color, and gold on silk","36 1/2 x 13 3/8 in. (92.7 x 34 cm)
Overall with mounting: 72 13/16 × 18 7/8 in. (185 × 48 cm)
Overall with knobs: 72 13/16 × 20 5/8 in. (185 × 52.4 cm)",Paintings,1796,"柳下美人図|Courtesan and her Attendants under a Willow Tree is a Edo period (1615–1868) Hanging scroll by the Japan artist Unchō 雲潮|Kyokutei Bakin 曲亭馬琴|Santō Kyōden 山東京伝. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink, color, and gold on silk. Measuring 36 1/2 x 13 3/8 in. (92.7 x 34 cm)
Overall with mounting: 72 13/16 × 18 7/8 in. (185 × 48 cm)
Overall with knobs: 72 13/16 × 20 5/8 in. (185 × 52.4 cm), the work is classified as Paintings and was created in 1796."
53448,"蜀山人（大田 南畝）賛　雪・月・花図　|Snow, Moon, and Cherry Blossoms (Yoshiwara in Three Seasons)",Hanging scrols,Asian Art,Japan,Edo period (1615–1868),Chōbunsai Eishi,"Triptych of  hanging scrolls; ink, color, and gold on silk","Image (a): 32 3/8 × 11 13/16 in. (82.3 × 30 cm)
Overall with mounting (a): 65 1/2 × 16 3/8 in. (166.3 × 41.6 cm)
Overall with knobs (a): 65 1/2 × 18 9/16 in. (166.3 × 47.2 cm)
Image (b): 32 3/8 × 11 13/16 in. (82.2 × 30 cm)
Overall with mounting (b): 65 1/2 × 16 7/16 in. (166.3 × 41.7 cm)
Overall with knobs (b): 65 1/2 × 18 9/16 in. (166.3 × 47.2 cm)
Image (c): 32 3/8 × 11 3/4 in. (82.2 × 29.9 cm)
Overall with mounting (c): 65 3/8 × 16 7/16 in. (166 × 41.7 cm)
Overall with knobs (c): 65 3/8 × 18 9/16 in. (166 × 47.2 cm)",Paintings,early 19th century,"蜀山人（大田 南畝）賛　雪・月・花図　|Snow, Moon, and Cherry Blossoms (Yoshiwara in Three Seasons) is a Edo period (1615–1868) Hanging scrols by the Japan artist Chōbunsai Eishi. This piece, part of the Asian Art collection, is crafted using Triptych of  hanging scrolls; ink, color, and gold on silk. Measuring Image (a): 32 3/8 × 11 13/16 in. (82.3 × 30 cm)
Overall with mounting (a): 65 1/2 × 16 3/8 in. (166.3 × 41.6 cm)
Overall with knobs (a): 65 1/2 × 18 9/16 in. (166.3 × 47.2 cm)
Image (b): 32 3/8 × 11 13/16 in. (82.2 × 30 cm)
Overall with mounting (b): 65 1/2 × 16 7/16 in. (166.3 × 41.7 cm)
Overall with knobs (b): 65 1/2 × 18 9/16 in. (166.3 × 47.2 cm)
Image (c): 32 3/8 × 11 3/4 in. (82.2 × 29.9 cm)
Overall with mounting (c): 65 3/8 × 16 7/16 in. (166 × 41.7 cm)
Overall with knobs (c): 65 3/8 × 18 9/16 in. (166 × 47.2 cm), the work is classified as Paintings and was created in early 19th century."
